X,Y,Z,Rotation
-50.0,-0.0,-500.0,170.0
0.0,-0.0,-500.0,170.0
50.0,0.0,-500.0,170.0
50.0,0.0,-500.0,170.0
0.0,-0.0,-500.0,170.0
-50.0,-0.0,-500.0,170.0
-50.0,-0.0,500.0,170.0
0.0,-0.0,500.0,170.0
50.0,0.0,500.0,170.0
50.0,0.0,500.0,170.0
0.0,-0.0,500.0,170.0
-50.0,-0.0,500.0,170.0
