X,Y,Z,Rotation,Data,Unit
-50.0,-0.0,-500.0,170.0,0.2,G
-50.0,-0.0,-250.0,170.0,1.2,G
-50.0,-0.0,0.0,170.0,8.8,G
-50.0,-0.0,250.0,170.0,1.4,G
-50.0,-0.0,500.0,170.0,0.4,G
0.0,-0.0,500.0,170.0,0.3,G
0.0,-0.0,250.0,170.0,0.4,G
0.0,-0.0,0.0,170.0,0.8,G
0.0,-0.0,-250.0,170.0,0.5,G
0.0,-0.0,-500.0,170.0,0.3,G
50.0,0.0,-500.0,170.0,0.1,G
50.0,0.0,-250.0,170.0,-0.4,G
50.0,0.0,0.0,170.0,-7.1,G
50.0,0.0,250.0,170.0,-1.1,G
50.0,0.0,500.0,170.0,0.1,G
