X,Y,Z,Rotation
200.0,100.0,100.0,0.0
200.0,100.0,300.0,0.0
200.0,150.0,300.0,0.0
200.0,150.0,100.0,0.0
200.0,200.0,100.0,0.0
200.0,200.0,300.0,0.0
200.0,250.0,300.0,0.0
200.0,250.0,100.0,0.0
200.0,300.0,100.0,0.0
200.0,300.0,300.0,0.0
400.0,100.0,100.0,0.0
400.0,100.0,300.0,0.0
400.0,150.0,300.0,0.0
400.0,150.0,100.0,0.0
400.0,200.0,100.0,0.0
400.0,200.0,300.0,0.0
400.0,250.0,300.0,0.0
400.0,250.0,100.0,0.0
400.0,300.0,100.0,0.0
400.0,300.0,300.0,0.0
